episode,reward,steps,final_level,win
2033,-10.27,285,2,0
2034,-10.62,282,2,0
2035,199.55,650,15,1
2036,199.95,851,15,1
2037,199.95,692,15,1
2038,279.95,598,15,1
2039,279.95,723,15,1
2040,279.61,500,15,1
2041,-10.15,386,3,0
2042,279.95,485,15,1
2043,279.95,646,15,1
2044,279.81,596,15,1
2045,-10.65,664,8,0
2046,279.95,654,15,1
2047,279.66999999999996,657,15,1
2048,279.95,661,15,1
2049,279.95,594,15,1
2050,279.42999999999995,617,15,1
2051,279.95,560,15,1
2052,379.95,734,15,1
2053,379.95,658,15,1
2054,199.88,662,15,1
2055,279.42999999999995,548,15,1
2056,279.42999999999995,617,15,1
2057,279.51,522,15,1
2058,199.95,671,15,1
2059,199.95,780,15,1
2060,-10.65,243,2,0
2061,199.43,659,15,1
2062,279.95,687,15,1
2063,379.44,568,15,1
2064,279.95,684,15,1
2065,279.95,654,15,1
2066,279.95,694,15,1
2067,279.42999999999995,634,15,1
2068,-10.65,698,10,0
2069,279.42999999999995,699,15,1
2070,279.42999999999995,1001,15,1
2071,279.42999999999995,507,15,1
2072,-10.15,264,4,0
2073,69.35000000000001,451,2,0
2074,279.95,599,15,1
2075,-10.65,268,2,0
2076,279.95,552,15,1
2077,-10.15,576,4,0
2078,-10.15,592,3,0
2079,279.87,793,15,1
2080,279.42999999999995,533,15,1
2081,-10.15,416,3,0
2082,279.64,686,15,1
2083,199.95,652,15,1
2084,69.44000000000001,394,2,0
2085,279.95,915,15,1
2086,279.86,678,15,1
2087,199.43,551,15,1
2088,379.95,636,15,1
2089,279.42999999999995,654,15,1
2090,-10.15,656,3,0
2091,279.95,635,15,1
2092,279.42999999999995,682,15,1
2093,279.58,733,15,1
2094,199.68,614,15,1
2095,279.77,713,15,1
2096,379.95,714,15,1
2097,199.43,997,15,1
2098,199.54000000000002,597,15,1
2099,199.43,545,15,1
2100,379.74,652,15,1
2101,279.88,728,15,1
2102,379.9,469,15,1
2103,279.75,585,15,1
2104,199.95,599,15,1
2105,199.56,641,15,1
2106,279.76,541,15,1
2107,379.40999999999997,710,15,1
2108,279.65999999999997,581,15,1
2109,379.63,808,15,1
2110,279.95,601,15,1
2111,279.95,868,15,1
2112,279.95,629,15,1
2113,-10.15,286,2,0
2114,279.64,741,15,1
2115,279.42999999999995,790,15,1
2116,199.55,597,15,1
2117,-10.53,1031,11,0
2118,199.43,586,15,1
2119,279.42999999999995,808,15,1
2120,279.95,410,15,1
2121,279.64,670,15,1
2122,279.42999999999995,595,15,1
2123,279.42999999999995,563,15,1
2124,199.95,776,15,1
2125,-10.65,370,2,0
2126,-10.15,378,2,0
2127,199.78,834,15,1
2128,379.95,795,15,1
2129,279.67999999999995,837,15,1
2130,279.42999999999995,560,15,1
2131,279.67999999999995,627,15,1
2132,-10.23,671,4,0
2133,279.42999999999995,543,15,1
2134,279.95,716,15,1
2135,199.64,485,15,1
2136,-10.65,361,2,0
2137,379.40999999999997,475,15,1
2138,279.87,545,15,1
2139,-10.65,448,4,0
2140,379.95,603,15,1
2141,279.79999999999995,708,15,1
2142,199.43,674,15,1
2143,379.40999999999997,605,15,1
2144,279.95,555,15,1
2145,279.88,502,15,1
2146,199.95,633,15,1
2147,279.95,552,15,1
2148,279.95,564,15,1
2149,279.95,652,15,1
2150,279.61,589,15,1
2151,-10.41,399,2,0
2152,379.40999999999997,540,15,1
2153,-10.15,213,2,0
2154,279.42999999999995,753,15,1
2155,-10.15,260,2,0
2156,279.95,529,15,1
2157,199.95,836,15,1
2158,279.42999999999995,624,15,1
2159,-10.15,333,2,0
2160,279.95,841,15,1
2161,279.42999999999995,601,15,1
2162,-10.65,198,2,0
2163,279.42999999999995,511,15,1
2164,379.87,872,15,1
2165,279.95,815,15,1
2166,-10.15,309,2,0
2167,379.95,781,15,1
2168,279.95,632,15,1
2169,279.95,511,15,1
2170,279.61,659,15,1
2171,69.85000000000001,498,5,0
2172,199.43,796,15,1
2173,199.95,792,15,1
2174,279.74,687,15,1
2175,199.43,648,15,1
2176,279.95,914,15,1
2177,279.65999999999997,487,15,1
2178,379.95,593,15,1
2179,279.49,854,15,1
2180,279.95,550,15,1
2181,-10.15,663,8,0
2182,379.65,554,15,1
2183,279.42999999999995,780,15,1
2184,69.85000000000001,408,3,0
2185,-10.15,378,2,0
2186,279.42999999999995,863,15,1
2187,279.42999999999995,821,15,1
2188,279.95,747,15,1
2189,379.95,611,15,1
2190,279.95,576,15,1
2191,199.95,584,15,1
2192,279.45,572,15,1
2193,-10.65,225,2,0
2194,279.95,490,15,1
2195,279.95,893,15,1
2196,279.46,611,15,1
2197,-10.15,300,3,0
2198,279.42999999999995,786,15,1
2199,379.40999999999997,717,15,1
2200,279.42999999999995,683,15,1
2201,279.88,821,15,1
2202,-10.15,337,2,0
2203,379.95,547,15,1
2204,279.95,558,15,1
2205,279.95,755,15,1
2206,279.95,625,15,1
2207,199.43,588,15,1
2208,279.42999999999995,761,15,1
2209,199.95,625,15,1
2210,-10.15,225,2,0
2211,279.95,529,15,1
2212,-10.62,306,3,0
2213,279.84,794,15,1
2214,279.5,743,15,1
2215,379.59,666,15,1
2216,379.40999999999997,507,15,1
2217,199.95,576,15,1
2218,-10.26,338,2,0
2219,279.95,714,15,1
2220,-10.15,310,2,0
2221,279.95,668,15,1
2222,279.95,712,15,1
2223,279.46,439,15,1
2224,279.69,686,15,1
2225,279.42999999999995,666,15,1
2226,279.95,525,15,1
2227,479.39,378,15,1
